ak,al,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy
85.0,2171.0,1130.0,1114.0,5215.0,579.0,226.0,47.0,64.0,14255.0,6215.0,209.0,629.0,200.0,1243.0,936.0,561.0,2162.0,4271.0,334.0,378.0,53.0,545.0,253.0,1679.0,1106.0,200.0,1458.0,39.0,175.0,31.0,621.0,229.0,1338.0,1211.0,957.0,1492.0,432.0,692.0,182.0,38.0,1074.0,52.0,2876.0,9314.0,432.0,587.0,10.0,784.0,597.0,234.0,117.0
123.0,2772.0,1374.0,1279.0,6258.0,638.0,306.0,88.0,106.0,15579.0,7698.0,302.0,770.0,292.0,1636.0,1260.0,654.0,2670.0,4555.0,420.0,517.0,75.0,743.0,384.0,1838.0,1337.0,253.0,2065.0,69.0,240.0,64.0,763.0,309.0,1394.0,1766.0,1286.0,1872.0,574.0,985.0,170.0,76.0,1379.0,98.0,3894.0,11385.0,416.0,900.0,30.0,781.0,907.0,300.0,140.0
122.0,2811.0,1211.0,1414.0,6767.0,852.0,332.0,111.0,174.0,15956.0,8825.0,389.0,599.0,336.0,1814.0,1620.0,709.0,3357.0,3841.0,547.0,623.0,95.0,867.0,480.0,1746.0,1289.0,316.0,2398.0,132.0,262.0,91.0,944.0,380.0,1328.0,1912.0,1740.0,1971.0,688.0,1191.0,226.0,97.0,1849.0,112.0,4188.0,11904.0,439.0,1025.0,27.0,1002.0,1151.0,434.0,196.0
131.0,2739.0,1103.0,1391.0,6640.0,835.0,372.0,137.0,172.0,13734.0,9805.0,379.0,566.0,422.0,1952.0,1931.0,690.0,4072.0,2943.0,557.0,690.0,128.0,1005.0,496.0,1545.0,1141.0,352.0,2603.0,171.0,315.0,147.0,989.0,438.0,1315.0,2018.0,2055.0,1988.0,913.0,1464.0,189.0,79.0,2125.0,222.0,4995.0,11714.0,505.0,1270.0,52.0,1105.0,1110.0,556.0,277.0
154.0,2894.0,991.0,1594.0,6133.0,1000.0,283.0,94.0,194.0,11713.0,9442.0,299.0,564.0,475.0,1867.0,2089.0,687.0,4475.0,2213.0,560.0,739.0,142.0,986.0,522.0,1324.0,1017.0,436.0,2674.0,193.0,325.0,122.0,991.0,456.0,1149.0,2120.0,2632.0,1996.0,906.0,1585.0,155.0,100.0,2189.0,242.0,5597.0,11494.0,500.0,1387.0,45.0,1189.0,1364.0,660.0,226.0
199.0,2468.0,863.0,1529.0,5165.0,982.0,320.0,143.0,190.0,9474.0,8402.0,280.0,533.0,548.0,1857.0,2114.0,722.0,4755.0,1785.0,604.0,679.0,113.0,1161.0,546.0,1243.0,793.0,561.0,2566.0,210.0,310.0,121.0,1035.0,377.0,1123.0,2068.0,3101.0,1950.0,854.0,1781.0,129.0,63.0,2320.0,162.0,5506.0,10560.0,585.0,1517.0,45.0,1116.0,1459.0,649.0,231.0
192.0,1969.0,833.0,1392.0,4489.0,955.0,277.0,99.0,199.0,7294.0,7012.0,240.0,576.0,617.0,1627.0,2022.0,643.0,3669.0,1530.0,580.0,685.0,171.0,1248.0,645.0,1127.0,544.0,622.0,2402.0,199.0,381.0,101.0,995.0,397.0,1064.0,2078.0,3491.0,1836.0,754.0,2065.0,107.0,78.0,2040.0,203.0,4517.0,9238.0,550.0,1547.0,75.0,1044.0,1485.0,752.0,206.0
182.0,1225.0,707.0,1315.0,3924.0,993.0,240.0,103.0,191.0,5454.0,5152.0,165.0,693.0,683.0,1586.0,1661.0,601.0,2288.0,1079.0,515.0,701.0,170.0,1283.0,681.0,1035.0,476.0,649.0,2252.0,273.0,379.0,117.0,900.0,309.0,941.0,2044.0,3493.0,1586.0,597.0,2245.0,56.0,88.0,1526.0,177.0,3670.0,7593.0,560.0,1469.0,77.0,869.0,1533.0,749.0,191.0
156.0,922.0,493.0,1239.0,3176.0,970.0,302.0,86.0,184.0,4088.0,4228.0,136.0,645.0,559.0,1354.0,1446.0,529.0,1842.0,758.0,532.0,656.0,166.0,1430.0,726.0,829.0,320.0,679.0,1795.0,316.0,356.0,122.0,906.0,341.0,828.0,1905.0,3284.0,1245.0,538.0,2205.0,29.0,71.0,1164.0,202.0,2948.0,6048.0,538.0,1293.0,76.0,864.0,1395.0,682.0,187.0
147.0,803.0,453.0,1197.0,2846.0,1079.0,229.0,79.0,176.0,3215.0,3123.0,93.0,608.0,513.0,1245.0,1321.0,449.0,1446.0,604.0,492.0,611.0,106.0,1698.0,834.0,733.0,268.0,850.0,1619.0,257.0,346.0,109.0,772.0,354.0,824.0,1925.0,3079.0,1184.0,456.0,2359.0,40.0,58.0,928.0,192.0,2192.0,4797.0,575.0,1120.0,46.0,778.0,1423.0,614.0,234.0
188.0,640.0,362.0,1211.0,2731.0,1231.0,222.0,83.0,193.0,2549.0,2336.0,68.0,545.0,446.0,1129.0,1137.0,456.0,1194.0,516.0,815.0,568.0,151.0,1785.0,824.0,712.0,202.0,688.0,1373.0,306.0,353.0,168.0,726.0,344.0,702.0,2005.0,2770.0,912.0,384.0,2433.0,29.0,51.0,679.0,160.0,981.0,3921.0,503.0,1026.0,69.0,740.0,1316.0,537.0,279.0
183.0,487.0,311.0,1231.0,2866.0,1340.0,200.0,47.0,136.0,2039.0,2350.0,52.0,467.0,393.0,985.0,1036.0,407.0,1080.0,441.0,840.0,482.0,160.0,1713.0,742.0,547.0,231.0,669.0,965.0,282.0,315.0,169.0,681.0,429.0,690.0,1800.0,2397.0,719.0,349.0,2321.0,21.0,61.0,521.0,191.0,728.0,3253.0,530.0,846.0,58.0,669.0,1163.0,449.0,243.0
174.0,439.0,286.0,1405.0,3091.0,1357.0,183.0,47.0,124.0,1669.0,2369.0,64.0,470.0,340.0,906.0,955.0,389.0,917.0,329.0,548.0,471.0,150.0,1812.0,786.0,574.0,159.0,633.0,789.0,250.0,449.0,148.0,573.0,472.0,647.0,1632.0,2028.0,589.0,362.0,2065.0,13.0,42.0,413.0,208.0,552.0,2600.0,544.0,716.0,71.0,689.0,961.0,428.0,222.0
120.0,324.0,241.0,1545.0,2991.0,1519.0,191.0,30.0,127.0,1424.0,1940.0,34.0,471.0,312.0,947.0,907.0,392.0,779.0,268.0,412.0,427.0,162.0,1935.0,845.0,537.0,130.0,476.0,749.0,225.0,383.0,185.0,526.0,459.0,726.0,1634.0,2064.0,505.0,365.0,1987.0,18.0,66.0,367.0,192.0,479.0,2137.0,589.0,607.0,72.0,678.0,1108.0,368.0,195.0
142.0,328.0,217.0,1754.0,2603.0,1647.0,236.0,39.0,121.0,1303.0,1937.0,42.0,533.0,234.0,1223.0,1159.0,466.0,1279.0,277.0,479.0,453.0,179.0,2582.0,1063.0,628.0,98.0,471.0,728.0,211.0,392.0,211.0,592.0,490.0,707.0,1831.0,2417.0,586.0,335.0,1972.0,25.0,63.0,333.0,282.0,475.0,2240.0,537.0,627.0,74.0,614.0,1299.0,370.0,159.0
92.0,299.0,254.0,1870.0,2495.0,1689.0,246.0,47.0,138.0,1306.0,1902.0,41.0,599.0,239.0,1411.0,1392.0,520.0,1002.0,292.0,610.0,513.0,224.0,3034.0,1095.0,752.0,121.0,425.0,773.0,224.0,492.0,227.0,786.0,524.0,626.0,2239.0,2866.0,526.0,287.0,2557.0,18.0,80.0,355.0,244.0,512.0,2304.0,513.0,579.0,76.0,517.0,1483.0,384.0,158.0
